Battery carry-over: SOC=84.399%, V=46.43V
⚠️ PERSISTENT FAULT: recovery runs WITH fault still active
$ /home/khalid/Desktop/AUV_Code/SPAR-LLM/sim_tab/binaries/auv_sim_fd -f /home/khalid/Desktop/AUV_Code/SPAR-LLM/sim_tab/binaries/Faults/_recovery_persistent_rudder_stuck.failure -p 682.29,674.80,111.50 fl_recovery_rudder_stuck.mission
opening ./system.log as system log... done
MIT Sea Grant Odyssey IIB vehicle simulator
	Revision: 2.22, Date: 1998/02/03 04:25:07
Initializing vehicle data structure ...
	273 sensors, 22 behaviors ...
mission file: ./Mission/fl_recovery_rudder_stuck.mission ...
UseSim               1
Entering on-board sim mode disabling all other devices
DebugMode  0

 *** state 1 ***
state: recovery

  sensor:     uo_control_pitch_lim(deg) 45
 behavior: mission_timer 1 
  b_arg:                        time(s) 8400
 behavior: depth_envelope 2 
  b_arg:                   max_depth(m) 171.5
  b_arg:                   min_depth(m) 0
  b_arg:           alt_env_active(bool) 0
  b_arg:                min_altitude(m) 5
  b_arg:      depth_cutoff_active(bool) 1
  b_arg:                cutoff_depth(m) 161.5
 behavior: ascend 3 
  b_arg:                   heading(rad) -7.364
  b_arg:              rudder_angle(rad) 0
  b_arg:              ascent_angle(rad) 0
  b_arg:                     speed(m/s) 0
  b_arg:                   end_depth(m) 0
  b_arg:      drop_descent_weight(bool) 0
  b_arg:       drop_ascent_weight(bool) 1
  b_arg:     abort_mission_active(bool) 0
power_init: V_nom=48.0V Q=50.0Ah R_batt=0.10Ω V_cutoff=36.0V P_hotel=30.0W SOC_0=100.0% Ke=0.570 R_m=2.0Ω
fault_injection: rudder stuck (param=0.350) trigger: time at 0.00
fault_injection: loaded 1 fault(s) from /home/khalid/Desktop/AUV_Code/SPAR-LLM/sim_tab/binaries/Faults/_recovery_persistent_rudder_stuck.failure
battery config: SOC_0 = 84.4% (V_oc=46.88V)
battery config: enabled = 1
battery config: V_nom = 48.0V
battery config: P_hotel = 30.0W
fault_injection: 1 fault(s) loaded from /home/khalid/Desktop/AUV_Code/SPAR-LLM/sim_tab/binaries/Faults/_recovery_persistent_rudder_stuck.failure
  [0] rudder stuck param=0.350 time=0.00
error_trap: thresholds: elev=0.050 rad, rud=0.050 rad, thr=0.5 A, depth=3.0 m, cycles=50, settling=10.0s
Overriding initial position: N=682.29 E=674.80 D=111.50
vvp->nstates = 1, vvp->cstate = 0 after load_mission()
Data Logger (binary file v2)
	Revision: 2.22, Date: 1998/02/03 04:25:07
	datafile: ./Data/S2608707.obd
Calendar time: 1774673177 (Mar 28, 2026 04:46:17 UTC)
SIM_BOTTOM: Using MATH_BOTTOM - TRENCH
SIM_BOTTOM (math_bottom): No Bottom File Specified.  Using built in trench coordinates.
SIM_BOTTOM: *** Collision! (Mission time = 0.00 sec)
    0.00: FAULT ACTIVATED: rudder stuck (param=0.350) at depth=111.50m
ET_HDR,sim_time,state,cmd_elev,act_elev,cmd_rud,act_rud,cmd_thr,act_thr,cmd_depth,state_target_depth,act_depth,pos_n,pos_e,depth,heading_deg,speed,pitch_deg,altitude,oa1_range,oa2_range,roll_deg,seafloor_n,seafloor_e,seafloor_d,faults_active,fault_components,detected,det_component,det_method,det_mismatch,elev_cnt,rud_cnt,thr_cnt,depth_cnt,V_batt,SOC,I_batt,P_total,eta_motor,P_motor,P_hotel,usbl_range,usbl_azimuth,usbl_elevation,dock_n,dock_e,dock_d
ET,10.00,0,-0.1247,-0.1452,0.5236,0.3500,0.000,0.000,0.000,0.000,111.284,681.89,674.85,111.28,-1.98,-0.081,-7.66,0.000,0.000,0.000,-1.05,681.89,674.85,0.00,1,rudder_stuck,0,none,none,0.0000,0,0,0,0,46.81,0.84395341,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,11.00,0,-0.0567,-0.0839,0.5236,0.3500,0.000,0.000,0.000,0.000,111.255,681.81,674.86,111.26,-2.29,-0.086,-5.29,0.000,0.000,0.000,-0.51,681.81,674.86,0.00,1,rudder_stuck,0,none,none,0.0000,0,5,0,0,46.81,0.84394985,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,12.00,0,-0.0170,-0.0263,0.5236,0.3500,0.000,0.000,0.000,0.000,111.231,681.72,674.87,111.23,-2.62,-0.080,-2.66,0.000,0.000,0.000,-1.29,681.72,674.87,0.00,1,rudder_stuck,0,none,none,0.0000,0,10,0,0,46.81,0.84394629,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,13.00,0,-0.0380,-0.0225,0.5236,0.3500,0.000,0.000,0.000,0.000,111.211,681.65,674.88,111.21,-2.92,-0.073,-2.09,0.000,0.000,0.000,-0.33,681.65,674.88,0.00,1,rudder_stuck,0,none,none,0.0000,0,15,0,0,46.81,0.84394272,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,14.00,0,-0.0985,-0.0731,0.5236,0.3500,0.000,0.000,0.000,0.000,111.190,681.58,674.89,111.19,-3.27,-0.070,-4.00,0.000,0.000,0.000,-1.45,681.58,674.89,0.00,1,rudder_stuck,0,none,none,0.0000,0,20,0,0,46.81,0.84393916,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,15.00,0,-0.1416,-0.1298,0.5236,0.3500,0.000,0.000,0.000,0.000,111.165,681.51,674.91,111.16,-3.61,-0.077,-6.52,0.000,0.000,0.000,-0.21,681.51,674.91,0.00,1,rudder_stuck,0,none,none,0.0000,0,25,0,0,46.81,0.84393560,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,16.00,0,-0.1310,-0.1421,0.5236,0.3500,0.000,0.000,0.000,0.000,111.136,681.43,674.92,111.14,-4.01,-0.087,-7.40,0.000,0.000,0.000,-1.52,681.43,674.92,0.00,1,rudder_stuck,0,none,none,0.0000,0,30,0,0,46.81,0.84393204,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,17.00,0,-0.0782,-0.1015,0.5236,0.3500,0.000,0.000,0.000,0.000,111.107,681.35,674.93,111.11,-4.38,-0.092,-5.94,0.000,0.000,0.000,-0.19,681.35,674.93,0.00,1,rudder_stuck,0,none,none,0.0000,0,35,0,0,46.81,0.84392848,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,18.00,0,-0.0330,-0.0468,0.5236,0.3500,0.000,0.000,0.000,0.000,111.081,681.26,674.95,111.08,-4.80,-0.088,-3.57,0.000,0.000,0.000,-1.47,681.26,674.95,0.00,1,rudder_stuck,0,none,none,0.0000,0,40,0,0,46.81,0.84392492,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,19.00,0,-0.0348,-0.0276,0.5236,0.3500,0.000,0.000,0.000,0.000,111.059,681.18,674.96,111.06,-5.16,-0.080,-2.44,0.000,0.000,0.000,-0.28,681.18,674.96,0.00,1,rudder_stuck,0,none,none,0.0000,0,45,0,0,46.81,0.84392136,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
   20.00: ERROR_TRAP: FAULT DETECTED — rudder mismatch 0.1736 rad (threshold 0.050, 50 cycles) — VERIFY PHASE START
ET,20.00,0,-0.0802,-0.0590,0.5236,0.3500,0.000,0.000,0.000,0.000,111.037,681.10,674.98,111.04,-5.57,-0.076,-3.50,0.000,0.000,0.000,-1.36,681.10,674.98,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84391780,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,21.00,0,-0.1260,-0.1108,0.5236,0.3500,0.000,0.000,0.000,0.000,111.014,681.03,674.99,111.01,-5.96,-0.079,-5.70,0.000,0.000,0.000,-0.43,681.03,674.99,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84391424,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,22.00,0,-0.1319,-0.1356,0.5236,0.3500,0.000,0.000,0.000,0.000,110.986,680.95,675.01,110.99,-6.40,-0.086,-7.02,0.000,0.000,0.000,-1.18,680.95,675.01,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84391068,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,23.00,0,-0.0940,-0.1128,0.5236,0.3500,0.000,0.000,0.000,0.000,110.957,680.86,675.03,110.96,-6.83,-0.092,-6.32,0.000,0.000,0.000,-0.63,680.86,675.03,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84390712,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,24.00,0,-0.0484,-0.0645,0.5236,0.3500,0.000,0.000,0.000,0.000,110.930,680.78,675.05,110.93,-7.27,-0.090,-4.31,0.000,0.000,0.000,-0.96,680.78,675.05,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84390356,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,25.00,0,-0.0361,-0.0355,0.5236,0.3500,0.000,0.000,0.000,0.000,110.906,680.69,675.07,110.91,-7.70,-0.084,-2.87,0.000,0.000,0.000,-0.85,680.69,675.07,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84390000,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,26.00,0,-0.0668,-0.0504,0.5236,0.3500,0.000,0.000,0.000,0.000,110.885,680.61,675.08,110.88,-8.12,-0.078,-3.23,0.000,0.000,0.000,-0.75,680.61,675.08,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84389644,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,27.00,0,-0.1111,-0.0946,0.5236,0.3500,0.000,0.000,0.000,0.000,110.861,680.54,675.10,110.86,-8.56,-0.079,-5.03,0.000,0.000,0.000,-1.04,680.54,675.10,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84389288,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,28.00,0,-0.1288,-0.1267,0.5236,0.3500,0.000,0.000,0.000,0.000,110.835,680.46,675.12,110.83,-9.01,-0.085,-6.56,0.000,0.000,0.000,-0.57,680.46,675.12,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84388932,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,29.00,0,-0.1052,-0.1190,0.5236,0.3500,0.000,0.000,0.000,0.000,110.806,680.38,675.14,110.81,-9.47,-0.090,-6.49,0.000,0.000,0.000,-1.20,680.38,675.14,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84388576,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,30.00,0,-0.0629,-0.0794,0.5236,0.3500,0.000,0.000,0.000,0.000,110.779,680.29,675.17,110.78,-9.92,-0.091,-4.93,0.000,0.000,0.000,-0.43,680.29,675.17,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84388220,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,31.00,0,-0.0407,-0.0451,0.5236,0.3500,0.000,0.000,0.000,0.000,110.754,680.21,675.19,110.75,-10.40,-0.086,-3.34,0.000,0.000,0.000,-1.30,680.21,675.19,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84387864,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,32.00,0,-0.0576,-0.0464,0.5236,0.3500,0.000,0.000,0.000,0.000,110.732,680.13,675.21,110.73,-10.82,-0.080,-3.15,0.000,0.000,0.000,-0.38,680.13,675.21,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84387508,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,33.00,0,-0.0973,-0.0811,0.5236,0.3500,0.000,0.000,0.000,0.000,110.709,680.05,675.23,110.71,-11.30,-0.079,-4.48,0.000,0.000,0.000,-1.33,680.05,675.23,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84387152,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,34.00,0,-0.1229,-0.1164,0.5236,0.3500,0.000,0.000,0.000,0.000,110.683,679.98,675.26,110.68,-11.75,-0.083,-6.08,0.000,0.000,0.000,-0.38,679.98,675.26,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84386796,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,35.00,0,-0.1124,-0.1210,0.5236,0.3500,0.000,0.000,0.000,0.000,110.655,679.90,675.28,110.66,-12.24,-0.089,-6.50,0.000,0.000,0.000,-1.29,679.90,675.28,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84386440,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,36.00,0,-0.0759,-0.0916,0.5236,0.3500,0.000,0.000,0.000,0.000,110.627,679.82,675.31,110.63,-12.69,-0.091,-5.41,0.000,0.000,0.000,-0.45,679.82,675.31,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84386084,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,37.00,0,-0.0477,-0.0559,0.5236,0.3500,0.000,0.000,0.000,0.000,110.602,679.73,675.34,110.60,-13.18,-0.088,-3.83,0.000,0.000,0.000,-1.18,679.73,675.34,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84385728,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,38.00,0,-0.0524,-0.0461,0.5236,0.3500,0.000,0.000,0.000,0.000,110.579,679.65,675.36,110.58,-13.63,-0.082,-3.21,0.000,0.000,0.000,-0.58,679.65,675.36,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84385372,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,39.00,0,-0.0851,-0.0704,0.5236,0.3500,0.000,0.000,0.000,0.000,110.556,679.58,675.39,110.56,-14.11,-0.079,-4.07,0.000,0.000,0.000,-1.05,679.58,675.39,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84385016,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,40.00,0,-0.1151,-0.1055,0.5236,0.3500,0.000,0.000,0.000,0.000,110.531,679.50,675.42,110.53,-14.57,-0.082,-5.59,0.000,0.000,0.000,-0.73,679.50,675.42,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84384660,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,41.00,0,-0.1158,-0.1198,0.5236,0.3500,0.000,0.000,0.000,0.000,110.504,679.43,675.44,110.50,-15.06,-0.087,-6.38,0.000,0.000,0.000,-0.89,679.43,675.44,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84384304,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,42.00,0,-0.0871,-0.1008,0.5236,0.3500,0.000,0.000,0.000,0.000,110.476,679.34,675.47,110.48,-15.54,-0.090,-5.75,0.000,0.000,0.000,-0.88,679.34,675.47,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84383947,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,43.00,0,-0.0562,-0.0667,0.5236,0.3500,0.000,0.000,0.000,0.000,110.450,679.26,675.51,110.45,-16.02,-0.089,-4.31,0.000,0.000,0.000,-0.74,679.26,675.51,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84383591,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,44.00,0,-0.0506,-0.0488,0.5236,0.3500,0.000,0.000,0.000,0.000,110.426,679.18,675.54,110.43,-16.50,-0.084,-3.39,0.000,0.000,0.000,-1.02,679.18,675.54,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84383235,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,45.00,0,-0.0749,-0.0626,0.5236,0.3500,0.000,0.000,0.000,0.000,110.403,679.11,675.57,110.40,-16.96,-0.080,-3.79,0.000,0.000,0.000,-0.62,679.11,675.57,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84382879,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,46.00,0,-0.1061,-0.0949,0.5236,0.3500,0.000,0.000,0.000,0.000,110.379,679.03,675.60,110.38,-17.45,-0.081,-5.13,0.000,0.000,0.000,-1.13,679.03,675.60,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84382523,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,47.00,0,-0.1161,-0.1158,0.5236,0.3500,0.000,0.000,0.000,0.000,110.353,678.96,675.63,110.35,-17.92,-0.086,-6.15,0.000,0.000,0.000,-0.53,678.96,675.63,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84382167,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,48.00,0,-0.0962,-0.1071,0.5236,0.3500,0.000,0.000,0.000,0.000,110.325,678.88,675.66,110.33,-18.42,-0.090,-5.96,0.000,0.000,0.000,-1.19,678.88,675.66,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84381811,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,49.00,0,-0.0654,-0.0771,0.5236,0.3500,0.000,0.000,0.000,0.000,110.298,678.80,675.70,110.30,-18.89,-0.089,-4.75,0.000,0.000,0.000,-0.50,678.80,675.70,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84381455,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,50.00,0,-0.0517,-0.0538,0.5236,0.3500,0.000,0.000,0.000,0.000,110.274,678.72,675.73,110.27,-19.39,-0.085,-3.65,0.000,0.000,0.000,-1.19,678.72,675.73,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84381099,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,51.00,0,-0.0670,-0.0577,0.5236,0.3500,0.000,0.000,0.000,0.000,110.251,678.65,675.77,110.25,-19.85,-0.081,-3.64,0.000,0.000,0.000,-0.52,678.65,675.77,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84380743,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
ET,52.00,0,-0.0968,-0.0850,0.5236,0.3500,0.000,0.000,0.000,0.000,110.227,678.57,675.80,110.23,-20.34,-0.081,-4.71,0.000,0.000,0.000,-1.15,678.57,675.80,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.81,0.84380387,0.641,30.0,0.000,0.0,30.0,0.00,0.0000,0.0000,100.0,200.0,50.0
